problem,sample,t_dry_h,h,h_m,D_scale,T_plateau,C_plateau
P4,35,52.4617921319801,23.934739939613088,8.282650925007999e-07,0.9667823655132245,50.079777749905574,0.04993362541061633
P4,36,49.358716530558524,25.544585893207245,8.175034564022022e-07,1.0350551259756355,50.12520292715202,0.049927729705005204
P4,37,52.978183880693166,25.320771146685978,8.191408636509627e-07,0.9579629337575607,50.039678894841636,0.049940736609556
P4,38,51.26689347913141,24.15367260665238,8.039577246267807e-07,0.9961883597077568,50.01648421297775,0.0500312648981819
P4,39,52.63297776944008,24.996672153371254,8.324120565951309e-07,0.9677914198391004,49.93862399468367,0.049950542682687955
P4,40,52.35119612169844,25.68595505019665,8.121678493492763e-07,0.9706422680062812,50.06168497758407,0.05006788833999836
P4,41,52.405577864423066,25.675603663931128,7.662698323937749e-07,0.9712139148825772,50.102451357252676,0.050098373634723255
P4,42,52.25396873271697,24.263931643991683,8.041100526651773e-07,0.9762683258447681,49.97305704780861,0.04985581160255692
P4,43,49.35430324437429,24.45440059184188,7.816544721156728e-07,1.0419130490952073,50.01942546307846,0.049900050278138125
P4,44,50.51636441002102,24.81891135635335,7.994348929751963e-07,1.0137360117426057,50.00443010829561,0.049968843481053835
P4,45,49.05977682837058,24.52698252943826,8.059999607041509e-07,1.047583201367073,50.009977265725276,0.05010051535708778
P4,46,49.61032815999613,23.788181087959124,7.762477922258396e-07,1.0364767979323048,50.014429748980376,0.049987651252954464
P4,47,50.45893038040307,24.672010721703323,7.8362125703116e-07,1.017882979655355,49.95940469526522,0.04997286749959949
P4,48,48.91762822327963,25.692120719818966,8.356946378016636e-07,1.0493656853414646,49.99159260812064,0.049888932821230504
P4,49,53.30359996278446,23.812309006087762,7.99572536444647e-07,0.9576354991485329,49.89241948311695,0.049916246539082824
P4,50,52.85924139786703,26.229982744853746,7.729782846016452e-07,0.9610132118997416,50.107998415511545,0.05002565696994634
P4,51,49.110083259611365,25.599751755877097,7.883786764376292e-07,1.0433832508989194,50.12425084549384,0.05000768308479787
P4,52,51.28186467182908,26.217100691319718,8.004635482255006e-07,0.9939740283934425,50.07275603383281,0.050031923252399996
P4,53,53.250655506959866,24.25132589170809,8.011951428796544e-07,0.9516459459486485,50.09712402661192,0.050003159577247616
P4,54,48.7994350192766,23.86546757135858,8.350207140866249e-07,1.0499436467771184,50.05975757723415,0.049971762390980945
P4,55,53.174071599139694,25.228548205086998,7.608185521725336e-07,0.9608449323012714,49.95002337856669,0.04996609599951735
P4,56,52.929388899914755,25.639872080892445,7.736583821270603e-07,0.9616104736095911,50.04899727752256,0.050100803546340035
P4,57,48.99482863583908,25.94916813074393,8.193532960825127e-07,1.048356730008467,50.00163325266461,0.05006871668968492
P4,58,49.43405053170831,24.792943585970225,7.88260452849327e-07,1.0410822092165966,49.976952171536304,0.05006080604451746
P4,59,52.97797103350708,24.992556539251044,7.689770339254653e-07,0.962687607790656,49.99840055180312,0.05004984520261798
P4,60,53.48088111294719,25.606210529183098,7.868557666889161e-07,0.9509210657996571,50.00467549453985,0.04990345509691338
P4,61,51.628875412832066,24.550299918793847,8.053159309745092e-07,0.9891832972310798,49.98459392167816,0.0498641506913884
P4,62,50.8401781245529,24.207538537080236,8.27351646700154e-07,1.0011881427365295,50.099678382475254,0.050092120595023666
P4,63,51.22106665475211,24.232924939246647,7.919677471380023e-07,1.0025778300079569,49.88696447193905,0.04987401075543533
